id,target,dominant_prediction,correct_models,total_models,correct_ratio,majority_count,confidence,majority_correct,pred_SVC_s42,correct_SVC_s42,pred_SVC_s123,correct_SVC_s123,pred_SVC_s2026,correct_SVC_s2026,pred_CatBoost_s42,correct_CatBoost_s42,pred_CatBoost_s123,correct_CatBoost_s123,pred_CatBoost_s2026,correct_CatBoost_s2026,pred_RF_s42,correct_RF_s42,pred_RF_s123,correct_RF_s123,pred_RF_s2026,correct_RF_s2026,pred_ET_s42,correct_ET_s42,pred_ET_s123,correct_ET_s123,pred_ET_s2026,correct_ET_s2026,pred_HGB_s42,correct_HGB_s42,pred_HGB_s123,correct_HGB_s123,pred_HGB_s2026,correct_HGB_s2026,category
925,0,2,0,15,0.0,6,0.4,0,2,0,2,0,2,0,1,0,2,0,1,0,2,0,2,0,3,0,3,0,3,0,3,0,1,0,3,0,3,0,CONSISTENTLY_WRONG
926,1,1,13,15,0.8666666666666667,13,0.8666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,EASY_CORRECT
927,0,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
928,0,0,10,15,0.6666666666666666,10,0.6666666666666666,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,BORDERLINE_CORRECT
929,1,2,1,15,0.06666666666666667,9,0.6,0,2,0,2,0,2,0,3,0,2,0,3,0,2,0,3,0,2,0,1,1,0,0,0,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
930,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
931,1,2,1,15,0.06666666666666667,11,0.7333333333333333,0,0,0,0,0,0,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
932,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
933,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
934,1,1,11,15,0.7333333333333333,11,0.7333333333333333,1,2,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,BORDERLINE_CORRECT
935,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
936,2,3,3,15,0.2,7,0.4666666666666667,0,1,0,1,0,1,0,2,1,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,2,1,UNCERTAIN
937,0,0,7,15,0.4666666666666667,7,0.4666666666666667,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,1,0,1,2,0,UNCERTAIN
938,0,3,0,15,0.0,11,0.7333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,1,0,2,0,3,0,1,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
939,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,BORDERLINE_CORRECT
940,0,0,12,15,0.8,12,0.8,1,2,0,2,0,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
941,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
942,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
943,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
944,0,1,5,15,0.3333333333333333,9,0.6,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,UNCERTAIN
945,2,3,1,15,0.06666666666666667,8,0.5333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,2,1,3,0,1,0,CONSISTENTLY_WRONG
946,3,0,3,15,0.2,8,0.5333333333333333,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,UNCERTAIN
947,1,0,3,15,0.2,12,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,UNCERTAIN
948,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
949,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
950,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
951,1,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
952,2,1,3,15,0.2,8,0.5333333333333333,0,3,0,3,0,3,0,2,1,2,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,UNCERTAIN
953,2,3,5,15,0.3333333333333333,10,0.6666666666666666,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,2,1,2,1,2,1,3,0,3,0,3,0,UNCERTAIN
954,3,2,3,15,0.2,12,0.8,0,2,0,2,0,2,0,3,1,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,UNCERTAIN
955,3,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
956,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
957,2,0,0,15,0.0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CONSISTENTLY_WRONG
958,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
959,1,2,7,15,0.4666666666666667,8,0.5333333333333333,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,UNCERTAIN
960,0,0,13,15,0.8666666666666667,13,0.8666666666666667,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,EASY_CORRECT
961,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CONSISTENTLY_WRONG
962,2,3,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,3,0,CONSISTENTLY_WRONG
963,1,2,4,15,0.26666666666666666,11,0.7333333333333333,0,2,0,1,1,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,UNCERTAIN
964,2,0,0,15,0.0,11,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,CONSISTENTLY_WRONG
965,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
966,1,1,14,15,0.9333333333333333,14,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,EASY_CORRECT
967,2,1,0,15,0.0,11,0.7333333333333333,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,CONSISTENTLY_WRONG
968,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG
969,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
970,2,3,3,15,0.2,7,0.4666666666666667,0,3,0,3,0,3,0,3,0,2,1,3,0,1,0,2,1,1,0,0,0,0,0,0,0,2,1,3,0,3,0,UNCERTAIN
971,2,1,4,15,0.26666666666666666,8,0.5333333333333333,0,3,0,3,0,1,0,2,1,1,0,1,0,1,0,2,1,1,0,1,0,1,0,3,0,2,1,2,1,1,0,UNCERTAIN
972,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
973,1,1,10,15,0.6666666666666666,10,0.6666666666666666,1,2,0,1,1,1,1,2,0,3,0,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,1,1,BORDERLINE_CORRECT
974,2,2,12,15,0.8,12,0.8,1,2,1,2,1,2,1,2,1,1,0,2,1,2,1,2,1,1,0,2,1,1,0,2,1,2,1,2,1,2,1,EASY_CORRECT
975,2,1,5,15,0.3333333333333333,6,0.4,0,2,1,3,0,3,0,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,2,1,3,0,3,0,UNCERTAIN
976,0,0,12,15,0.8,12,0.8,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
977,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
978,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
979,1,0,5,15,0.3333333333333333,10,0.6666666666666666,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN
980,0,2,4,15,0.26666666666666666,6,0.4,0,2,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,2,0,UNCERTAIN
981,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,CONSISTENTLY_WRONG
982,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
983,2,2,9,15,0.6,9,0.6,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,2,1,BORDERLINE_CORRECT
984,2,1,2,15,0.13333333333333333,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,2,1,CONSISTENTLY_WRONG
985,2,2,11,15,0.7333333333333333,11,0.7333333333333333,1,2,1,2,1,2,1,1,0,1,0,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,1,1,0,2,1,BORDERLINE_CORRECT
986,2,0,1,15,0.06666666666666667,7,0.4666666666666667,0,0,0,3,0,3,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
987,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
988,1,0,6,15,0.4,8,0.5333333333333333,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,UNCERTAIN
989,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
990,1,0,3,15,0.2,12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,UNCERTAIN
991,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
992,3,2,4,15,0.26666666666666666,8,0.5333333333333333,0,3,1,3,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,2,0,2,0,UNCERTAIN
993,2,3,5,15,0.3333333333333333,7,0.4666666666666667,0,1,0,2,1,1,0,3,0,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,1,0,2,1,2,1,UNCERTAIN
994,2,1,2,15,0.13333333333333333,10,0.6666666666666666,0,3,0,3,0,3,0,2,1,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
995,1,1,13,15,0.8666666666666667,13,0.8666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,0,EASY_CORRECT
996,1,1,8,15,0.5333333333333333,8,0.5333333333333333,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,BORDERLINE_CORRECT
997,0,1,2,15,0.13333333333333333,10,0.6666666666666666,0,0,1,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,2,0,1,0,CONSISTENTLY_WRONG
998,3,3,11,15,0.7333333333333333,11,0.7333333333333333,1,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0,1,0,1,0,3,1,3,1,3,1,BORDERLINE_CORRECT
999,2,2,9,15,0.6,9,0.6,1,0,0,0,0,0,0,1,0,1,0,2,1,2,1,2,1,2,1,2,1,3,0,2,1,2,1,2,1,2,1,BORDERLINE_CORRECT
1000,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1001,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1002,2,3,3,15,0.2,12,0.8,0,3,0,2,1,2,1,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,UNCERTAIN
1003,0,1,1,15,0.06666666666666667,7,0.4666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,0,1,1,0,2,0,CONSISTENTLY_WRONG
1004,3,3,11,15,0.7333333333333333,11,0.7333333333333333,1,3,1,3,1,2,0,3,1,3,1,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,BORDERLINE_CORRECT
1005,2,2,13,15,0.8666666666666667,13,0.8666666666666667,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,3,0,2,1,2,1,2,1,EASY_CORRECT
1006,2,2,15,15,1.0,15,1.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,EASY_CORRECT
1007,3,3,8,15,0.5333333333333333,8,0.5333333333333333,1,1,0,1,0,1,0,2,0,2,0,2,0,3,1,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,BORDERLINE_CORRECT
1008,0,1,0,15,0.0,11,0.7333333333333333,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,CONSISTENTLY_WRONG
1009,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1010,0,0,9,15,0.6,9,0.6,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,BORDERLINE_CORRECT
1011,1,1,7,15,0.4666666666666667,7,0.4666666666666667,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,UNCERTAIN
1012,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1013,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1014,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1015,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1016,0,1,6,15,0.4,7,0.4666666666666667,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,2,0,1,0,1,0,2,0,0,1,1,0,1,0,0,1,UNCERTAIN
1017,1,3,4,15,0.26666666666666666,7,0.4666666666666667,0,1,1,3,0,1,1,2,0,1,1,3,0,2,0,2,0,3,0,2,0,3,0,3,0,3,0,1,1,3,0,UNCERTAIN
1018,2,2,7,15,0.4666666666666667,7,0.4666666666666667,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,UNCERTAIN
1019,0,1,7,15,0.4666666666666667,8,0.5333333333333333,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,UNCERTAIN
1020,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1021,1,3,0,15,0.0,8,0.5333333333333333,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,2,0,CONSISTENTLY_WRONG
1022,2,0,5,15,0.3333333333333333,7,0.4666666666666667,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,2,1,2,1,0,0,2,1,0,0,2,1,1,0,UNCERTAIN
1023,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1024,1,1,12,15,0.8,12,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,1,1,1,1,1,1,EASY_CORRECT
1025,2,3,2,15,0.13333333333333333,8,0.5333333333333333,0,1,0,1,0,1,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,2,1,CONSISTENTLY_WRONG
1026,3,0,2,15,0.13333333333333333,6,0.4,0,2,0,2,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,2,0,3,1,3,1,0,0,0,0,0,0,CONSISTENTLY_WRONG
1027,2,2,8,15,0.5333333333333333,8,0.5333333333333333,1,2,1,2,1,1,0,2,1,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,2,1,BORDERLINE_CORRECT
1028,1,1,11,15,0.7333333333333333,11,0.7333333333333333,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,BORDERLINE_CORRECT
1029,3,1,0,15,0.0,10,0.6666666666666666,0,2,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,CONSISTENTLY_WRONG
1030,2,2,9,15,0.6,9,0.6,1,3,0,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,2,1,1,0,2,1,2,1,2,1,BORDERLINE_CORRECT
1031,1,2,2,15,0.13333333333333333,7,0.4666666666666667,0,3,0,3,0,0,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,0,3,0,3,0,3,0,2,0,CONSISTENTLY_WRONG
1032,2,3,0,15,0.0,12,0.8,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1033,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1034,0,0,13,15,0.8666666666666667,13,0.8666666666666667,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,2,0,EASY_CORRECT
1035,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1036,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1037,0,0,12,15,0.8,12,0.8,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,EASY_CORRECT
1038,2,1,5,15,0.3333333333333333,5,0.3333333333333333,0,1,0,1,0,1,0,2,1,2,1,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,UNCERTAIN
1039,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1040,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1041,3,3,8,15,0.5333333333333333,8,0.5333333333333333,1,1,0,2,0,1,0,3,1,2,0,2,0,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,3,1,BORDERLINE_CORRECT
1042,2,1,5,15,0.3333333333333333,9,0.6,0,2,1,1,0,2,1,2,1,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,3,0,UNCERTAIN
1043,1,2,5,15,0.3333333333333333,7,0.4666666666666667,0,1,1,0,0,0,0,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,3,0,UNCERTAIN
1044,3,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1045,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG
1046,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1047,3,3,13,15,0.8666666666666667,13,0.8666666666666667,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,2,0,EASY_CORRECT
1048,1,2,4,15,0.26666666666666666,6,0.4,0,2,0,1,1,2,0,0,0,0,0,2,0,2,0,1,1,1,1,2,0,0,0,1,1,2,0,0,0,0,0,UNCERTAIN
1049,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1050,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1051,0,2,0,15,0.0,14,0.9333333333333333,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
1052,3,0,0,15,0.0,10,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1053,3,2,6,15,0.4,9,0.6,0,2,0,2,0,3,1,2,0,2,0,2,0,3,1,2,0,3,1,3,1,3,1,3,1,2,0,2,0,2,0,UNCERTAIN
1054,3,3,11,15,0.7333333333333333,11,0.7333333333333333,1,2,0,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,BORDERLINE_CORRECT
1055,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1056,1,0,3,15,0.2,12,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN
1057,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1058,1,2,0,15,0.0,8,0.5333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,2,0,CONSISTENTLY_WRONG
1059,1,1,8,15,0.5333333333333333,8,0.5333333333333333,1,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,1,1,1,1,1,1,1,1,BORDERLINE_CORRECT
1060,1,2,7,15,0.4666666666666667,8,0.5333333333333333,0,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,1,1,1,1,UNCERTAIN
1061,3,2,7,15,0.4666666666666667,8,0.5333333333333333,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,UNCERTAIN
